_id,ltable.id,rtable.id,table.ENTRYTYPE,ltable.author,ltable.title,ltable.year,rtable.ENTRYTYPE,rtable.author,rtable.title,rtable.year,label
95232,154,2537,article,Jianxin Li and Chengfei Liu and Rui Zhou and Jeffrey Xu Yu,"Query-Driven Frequent Co-Occurring Term Computation over Relational
Data Using MapReduce",2015,inproceedings,"Pei, Jian and Zhang, Xiaoling and Cho, Moonjung and Wang, Haixun and Yu, Philip S",Maple: A fast algorithm for maximal pattern-based clustering,2003.0,0
952396,2077,2350,inproceedings,"Tim Kraska and
Ameet Talwalkar and
John C. Duchi and
Rean Griffith and
Michael J. Franklin and
Michael I. Jordan",MLbase: {A} Distributed Machine-learning System,2013,article,"Jaakkola, Tommi S and Saul, Lawrence K and Jordan, Michael I",Fast learning by bounding likelihoods in sigmoid type belief networks,1996.0,0
953208,2078,2367,inproceedings,"Daniel Ting and
Ling Huang and
Michael I. Jordan",An Analysis of the Convergence of Graph Laplacians,2010,article,"Ting, Daniel and Huang, Ling and Jordan, Michael",An analysis of the convergence of graph Laplacians,2011.0,0
953772,2079,2279,inproceedings,"Donglin Niu and
Jennifer G. Dy and
Michael I. Jordan",Multiple Non-Redundant Spectral Clustering Views,2010,inproceedings,"Niu, Donglin and Dy, Jennifer G and Jordan, Michael I",Multiple non-redundant spectral clustering views,2010.0,1
954172,2080,2125,inproceedings,"Mosharaf Chowdhury and
Matei Zaharia and
Justin Ma and
Michael I. Jordan and
Ion Stoica",Managing data transfers in computer clusters with orchestra,2011,article,"Chowdhury, Mosharaf and Zaharia, Matei and Ma, Justin and Jordan, Michael I and Stoica, Ion",Managing data transfers in computer clusters with orchestra,2011.0,0
956717,2084,2166,article,"Lawrence K. Saul and
Tommi S. Jaakkola and
Michael I. Jordan",Mean Field Theory for Sigmoid Belief Networks,1996,article,"Saul, Lawrence K and Jaakkola, Tommi and Jordan, Michael I",Mean field theory for sigmoid belief networks,1996.0,1
958012,2086,197,inproceedings,"Fabian L. Wauthier and
Michael I. Jordan and
Nebojsa Jojic",Nonparametric Combinatorial Sequence Models,2011,article,"Baker, L Douglas and Hofmann, Thomas and McCallum, Andrew and Yang, Yiming",A hierarchical probabilistic model for novelty detection in text,1999.0,0
95905,155,1718,inproceedings,Ke Wang and Yuelong Jiang and Jeffrey Xu Yu and Guozhu Dong and Jiawei Han,Pushing Aggregate Constraints by Divide-and-Approximate,2003,inproceedings,"Wang, Ke and Jiang, Yuelong and Yu, Jeffrey Xu and Dong, Guozhu and Han, Jiawei",Pushing aggregate constraints by divide-and-approximate,2003.0,1
959311,2088,955,inproceedings,"Zhihua Zhang and
Guang Dai and
Donghui Wang and
Michael I. Jordan",Bayesian Generalized Kernel Models,2010,phdthesis,"Singh, Shakti",High-performance TTL bipolar integrated circuits in 4H-SiC,2010.0,0
959757,2088,2262,inproceedings,"Zhihua Zhang and
Guang Dai and
Donghui Wang and
Michael I. Jordan",Bayesian Generalized Kernel Models,2010,inproceedings,"Bach, Francis R and Jordan, Michael I",Learning graphical models with Mercer kernels,2002.0,0
959762,2088,2267,inproceedings,"Zhihua Zhang and
Guang Dai and
Donghui Wang and
Michael I. Jordan",Bayesian Generalized Kernel Models,2010,article,"Jordan, Michael I and Weiss, Yair",Graphical models: Probabilistic inference,2002.0,0
964420,2095,362,article,"Michael I. Jordan and
Zoubin Ghahramani and
Tommi S. Jaakkola and
Lawrence K. Saul",An Introduction to Variational Methods for Graphical Models,1999,article,"Singh, Sameer and McCallum, Andrew",Towards asynchronous distributed MCMC inference for large graphical models,2011.0,0
964470,2095,906,article,"Michael I. Jordan and
Zoubin Ghahramani and
Tommi S. Jaakkola and
Lawrence K. Saul",An Introduction to Variational Methods for Graphical Models,1999,book,"Jensen, Christian S and Jeffery, Keith G and Pokorny, Jaroslav and Saltenis, Simonas and Bertino, Elisa and B{\""o}hm, Klemens and Jarke, Matthias","Advances in Database Technology-EDBT 2002: 8th International Conference on Extending Database Technology, Prague, Czech Republic, March 25-27, Proceedings",2003.0,0
966454,2097,2389,inproceedings,"Tommi S. Jaakkola and
Lawrence K. Saul and
Michael I. Jordan",Fast Learning by Bounding Likelihoods in Sigmoid Type Belief Networks,1995,misc,"Wolf, Joel L and Philip, S Yu",Look-ahead scheduling to support video-on-demand applications,1995.0,0
966668,2097,2650,inproceedings,"Tommi S. Jaakkola and
Lawrence K. Saul and
Michael I. Jordan",Fast Learning by Bounding Likelihoods in Sigmoid Type Belief Networks,1995,article,"Xing, Zhengzheng and Pei, Jian and Philip, S Yu and Wang, Ke",Extracting Interpretable Features for Early Classification on Time Series.,2011.0,0
967257,2098,2204,inproceedings,"Tommi S. Jaakkola and
Satinder P. Singh and
Michael I. Jordan","Reinforcement Learning Algorithm for Partially Observable Markov Decision
Problems",1994,inproceedings,"De Bernardinis, Fernando and Jordan, Michael I and SangiovanniVincentelli, A",Support vector machines for analog circuit performance representation,2003.0,0
968168,2099,1769,inproceedings,"Zhihua Zhang and
Michael I. Jordan",Latent Variable Models for Dimensionality Reduction,2009,inproceedings,"Tang, Jie and Zhang, Jing and Yu, Jeffrey Xu and Yang, Zi and Cai, Keke and Ma, Rui and Zhang, Li and Su, Zhong",Topic distributions over links on web,2009.0,0
969478,2101,703,article,"Tommi S. Jaakkola and
Michael I. Jordan",Computing Upper and Lower Bounds on Likelihoods in Intractable Networks,2013,inproceedings,"Bertino, Elisa and Kirkpatrick, Michael S",Location-based access control systems for mobile users: concepts and research directions,2011.0,0
969764,2101,2212,article,"Tommi S. Jaakkola and
Michael I. Jordan",Computing Upper and Lower Bounds on Likelihoods in Intractable Networks,2013,inproceedings,"Jaakkola, Tommi S and Jordan, Michael I",Computing upper and lower bounds on likelihoods in intractable networks,1996.0,0
973584,2108,1146,inproceedings,"Lei Xu and
Michael I. Jordan and
Geoffrey E. Hinton",An Alternative Model for Mixtures of Experts,1994,article,"Xu, Lei and Jordan, Michael I and Hinton, Geoffrey E",An alternative model for mixtures of experts,1995.0,0
976795,2111,2196,inproceedings,"Yee Whye Teh and
Michael I. Jordan and
Matthew J. Beal and
David M. Blei",Sharing Clusters among Related Groups: Hierarchical Dirichlet Processes,2004,article,"Sabes, Philip N and Jordan, Michael I and Wolpert, Daniel M",The role of inertial sensitivity in motor planning,1998.0,0
979560,2114,2333,article,"Zhihua Zhang and
Guang Dai and
Congfu Xu and
Michael I. Jordan","Regularized Discriminant Analysis, Ridge Regression and Beyond",2010,article,"Zhang, Zhihua and Dai, Guang and Xu, Congfu and Jordan, Michael I","Regularized discriminant analysis, ridge regression and beyond",2010.0,1
981301,2117,2336,inproceedings,"Amol Deshpande and
Minos N. Garofalakis and
Michael I. Jordan",Efficient Stepwise Selection in Decomposable Models,2001,article,"Jordan, Michael I",Indeterminate motor skill learning problems,1989.0,0
985259,2122,3106,article,"John C. Duchi and
Michael I. Jordan and
Martin J. Wainwright and
Andre Wibisono","Optimal rates for zero-order optimization: the power of two function
evaluations",2013,phdthesis,"Vaughan, Shawn and Shatdal, Ambuj and Thain, Douglas and Bent, John and Arpaci-Dusseau, Andrea and Arpaci-Dusseau, Remzi and Livny, Miron and Hurst, Felicia and Stoller, Paul D and Carey, Michael J and others",Architectural Analysis of the Moqi Inca Site,2013.0,0
985292,2123,198,inproceedings,"John C. Duchi and
Michael I. Jordan and
Martin J. Wainwright",Privacy Aware Learning,2012,book,"Garrett, William E and Bianchini, LI and Kontothanassis, LI and McCallum, R Andrew and Thomas, Jeffery and Wisniewski, Robert and Scott, Michael L",Dynamic sharing and backward compatibility on 64-bit machines,1992.0,0
985822,2123,2306,inproceedings,"John C. Duchi and
Michael I. Jordan and
Martin J. Wainwright",Privacy Aware Learning,2012,inproceedings,"Wainwright, Martin J and Jordan, Michael I and Duchi, John C",Privacy aware learning,2012.0,1
986360,2124,2180,inproceedings,"Michael I. Jordan and
Robert A. Jacobs",Learning to Control an Unstable System with Forward Modeling,1989,article,"Ghahramani, Zoubin and Jordan, Michael I",Factorial hidden Markov models,1997.0,0
987075,2125,2098,article,"Barbara E. Engelhardt and
Michael I. Jordan and
Kathryn E. Muratore and
Steven E. Brenner",Protein Molecular Function Prediction by Bayesian Phylogenomics,2005,article,"Engelhardt, Barbara E and Jordan, Michael I and Muratore, Kathryn E and Brenner, Steven E",Protein molecular function prediction by Bayesian phylogenomics,2005.0,1
990284,2129,2213,inproceedings,"Yue Guan and
Jennifer G. Dy and
Michael I. Jordan","A Unified Probabilistic Model for Global and Local Unsupervised Feature
Selection",2011,inproceedings,"Fox, Emily B and Jordan, Michael I and Sudderth, Erik B and Willsky, Alan S",Sharing features among dynamical systems with beta processes,2009.0,0
990442,2129,2376,inproceedings,"Yue Guan and
Jennifer G. Dy and
Michael I. Jordan","A Unified Probabilistic Model for Global and Local Unsupervised Feature
Selection",2011,inproceedings,"Guan, Yue and Jordan, Michael I and Dy, Jennifer G",A unified probabilistic model for global and local unsupervised feature selection,2011.0,1
996034,2137,2275,inproceedings,"Tao Li and
Chris H. Q. Ding and
Michael I. Jordan","Solving Consensus and Semi-supervised Clustering Problems Using Nonnegative
Matrix Factorization",2007,inproceedings,"Li, Tao and Ding, Chris and Jordan, Michael and others",Solving consensus and semi-supervised clustering problems using nonnegative matrix factorization,2007.0,1
99775,158,1899,inproceedings,"Hong{-}Cheu Liu and
Jeffrey Xu Yu","On Safety, Computability and Local Property of Web Queries",2008,article,"Zhan, Xiaobei and Yu, Junhua and Wu, Jianrong and Zhu, Li and Qiu, Yinghai and Wang, Lei",Screening of polysialic acid yield of E. coli by NTG mutagenesis,2001.0,0
998022,2140,1276,article,"Barzan Mozafari and
Purnamrita Sarkar and
Michael J. Franklin and
Michael I. Jordan and
Samuel Madden",Active Learning for Crowd-Sourced Databases,2012,article,"Kienker, Paul K and Sejnowski, Terrence J and Hinton, Geoffrey E and Schumacher, Lee E",Separating figure from ground with a parallel network,1986.0,0
998503,2141,119,inproceedings,"Gert R. G. Lanckriet and
Nello Cristianini and
Peter L. Bartlett and
Laurent El Ghaoui and
Michael I. Jordan",Learning the Kernel Matrix with Semi-Definite Programming,2002,article,"Culotta, Aron and Kanani, Pallika and Hall, Robert and Wick, Michael and McCallum, Andrew",Author disambiguation using error-driven machine learning with a ranking loss function,2007.0,0
998529,2141,264,inproceedings,"Gert R. G. Lanckriet and
Nello Cristianini and
Peter L. Bartlett and
Laurent El Ghaoui and
Michael I. Jordan",Learning the Kernel Matrix with Semi-Definite Programming,2002,article,"Ganchev, Kuzman and Crammer, Koby and Pereira, Fernando and Mann, Gideon and Bellare, Kedar and McCallum, Andrew and Carroll, Steve and Jin, Yang and White, Peter",Penn/umass/chop biocreative ii systems,2007.0,0
